market,locale,product_name,link
eu,ru,"Кастрюля с крышкой Smart Fry 2,3л, 6,6л",https://eu.cookware-market.com/product/15/
eu,ru,"Набор из 2-х кастрюль Prime Chef Velmora 3,6л, 6,1л + ПОДАРОК: Лопатка, половник, кисточка",https://eu.cookware-market.com/product/16/
eu,ru,"Кастрюля с крышкой 3,4 л Steil и Сковорода-гриль",https://eu.cookware-market.com/product/17/
eu,ru,Набор кастрюль Steil и сковороды Hamburg,https://eu.cookware-market.com/product/18/
eu,ru,Набор кастрюль Fry Power,https://eu.cookware-market.com/product/19/
eu,ru,"Набор из 2-х кастрюль Steil Velmora и Ковша 1,2 л Steil",https://eu.cookware-market.com/product/20/
eu,ru,"Кастрюля с крышкой 2,7л и ковш с крышкой 2л Prime Chef Velmora",https://eu.cookware-market.com/product/21/
eu,ru,Набор кастрюль Prime Chef Velmora 8 предметов,https://eu.cookware-market.com/product/22/
eu,ru,Набор кастрюль с ковшом 10 предметов Cook&Joy,https://eu.cookware-market.com/product/23/
eu,ru,Набор кастрюль Elegance и ковша,https://eu.cookware-market.com/product/24/
eu,ru,"Кастрюля 6,3 л Herzog Velmora",https://eu.cookware-market.com/product/25/
eu,ru,Набор кастрюль с крышками Steil Velmora + ПОДАРКИ: Разделочная доска,https://eu.cookware-market.com/product/26/
eu,ru,Набор кастрюль 6 предметов Steil Velmora,https://eu.cookware-market.com/product/27/
eu,ru,Набор ножей на подставке Prime Chef Velmora,https://eu.cookware-market.com/product/28/
eu,ru,Набор ножей Luxus,https://eu.cookware-market.com/product/29/
eu,ru,Набор из 5 ножей на подставке Prime Chef Velmora,https://eu.cookware-market.com/product/30/
eu,ru,Набор из 5 ножей Solvar Velmora,https://eu.cookware-market.com/product/31/
eu,ru,Набор ножей на подставке Prime Chef,https://eu.cookware-market.com/product/32/
eu,ru,Набор стеклянных контейнеров Locker + ПОДАРКИ: Термокружки Komfort 380 мл 2 шт,https://eu.cookware-market.com/product/33/
eu,ru,Набор стеклянных ёмкостей для хранения и Термос 600мл,https://eu.cookware-market.com/product/34/
eu,ru,Чайник Velmora Nebion 3 л,https://eu.cookware-market.com/product/35/
eu,ru,Наборы керамической посуды 15 шт. Набор кастрюль и сковородок с антипригарным покрытием (чёрный 15),https://eu.cookware-market.com/product/36/
eu,ru,"Набор керамических кастрюль и сковородок Kikcoin из 16 предметов с антипригарным покрытием, включает сковороду-гриль 9,5 дюйма, набор индукционной кухонной посуды",https://eu.cookware-market.com/product/37/
